Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.62,0.633,0.649,0.665,0.68,0.693,0.704,0.715,0.725,0.734,0.796,0.485,0.563,0.591,0.606,0.615,0.62,0.623,0.625,0.627,0.628,0.632
Mean,0.62,0.633,0.649,0.665,0.68,0.693,0.704,0.715,0.725,0.734,0.796,0.485,0.563,0.591,0.606,0.615,0.62,0.623,0.625,0.627,0.628,0.632
