Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.609,0.624,0.652,0.669,0.68,0.694,0.709,0.727,0.733,0.743,0.771,0.564,0.622,0.647,0.66,0.664,0.671,0.673,0.679,0.68,0.682,0.684
Fold2,0.497,0.515,0.539,0.567,0.584,0.595,0.61,0.624,0.633,0.643,0.687,0.452,0.497,0.522,0.54,0.545,0.547,0.552,0.556,0.561,0.562,0.569
Fold3,0.584,0.595,0.623,0.64,0.657,0.674,0.685,0.691,0.702,0.704,0.736,0.561,0.602,0.642,0.65,0.659,0.665,0.667,0.669,0.671,0.671,0.675
Fold4,0.52,0.544,0.546,0.56,0.578,0.604,0.63,0.642,0.656,0.662,0.703,0.49,0.548,0.571,0.579,0.588,0.6,0.608,0.611,0.613,0.614,0.618
Fold5,0.527,0.548,0.577,0.601,0.631,0.645,0.66,0.67,0.679,0.69,0.722,0.497,0.551,0.587,0.603,0.616,0.622,0.624,0.626,0.628,0.629,0.632
Mean,0.547,0.565,0.588,0.607,0.626,0.643,0.659,0.671,0.681,0.689,0.724,0.513,0.564,0.594,0.606,0.614,0.621,0.625,0.628,0.631,0.632,0.636
