Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.433,0.429,0.431,0.435,0.441,0.446,0.451,0.455,0.459,0.462,0.496,0.301,0.359,0.383,0.396,0.404,0.411,0.414,0.417,0.419,0.421,0.428
Fold2,0.427,0.423,0.426,0.43,0.434,0.438,0.442,0.446,0.45,0.453,0.484,0.294,0.352,0.378,0.391,0.399,0.404,0.408,0.41,0.413,0.414,0.421
Fold3,0.444,0.438,0.441,0.445,0.449,0.453,0.457,0.461,0.464,0.467,0.497,0.314,0.374,0.4,0.412,0.42,0.425,0.429,0.432,0.434,0.435,0.442
Fold4,0.432,0.428,0.431,0.435,0.439,0.444,0.448,0.452,0.456,0.46,0.492,0.295,0.354,0.38,0.392,0.4,0.406,0.409,0.412,0.414,0.416,0.423
Fold5,0.435,0.428,0.43,0.434,0.439,0.443,0.448,0.451,0.454,0.458,0.49,0.301,0.358,0.382,0.396,0.404,0.409,0.412,0.415,0.416,0.418,0.425
Mean,0.434,0.429,0.432,0.436,0.44,0.445,0.449,0.453,0.457,0.46,0.492,0.301,0.36,0.385,0.398,0.406,0.411,0.415,0.417,0.419,0.421,0.428
