Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.707,0.707,0.715,0.724,0.735,0.745,0.755,0.764,0.772,0.779,0.821,0.61,0.673,0.694,0.705,0.711,0.714,0.717,0.719,0.72,0.72,0.723
Mean,0.707,0.707,0.715,0.724,0.735,0.745,0.755,0.764,0.772,0.779,0.821,0.61,0.673,0.694,0.705,0.711,0.714,0.717,0.719,0.72,0.72,0.723
