Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.157,0.166,0.175,0.184,0.192,0.199,0.205,0.212,0.218,0.223,0.272,0.064,0.088,0.102,0.111,0.118,0.123,0.127,0.129,0.132,0.134,0.145
Fold2,0.151,0.159,0.168,0.177,0.186,0.193,0.2,0.207,0.213,0.219,0.268,0.061,0.08,0.092,0.101,0.108,0.113,0.116,0.12,0.123,0.125,0.137
Fold3,0.147,0.159,0.169,0.178,0.187,0.195,0.202,0.208,0.214,0.22,0.269,0.057,0.08,0.093,0.102,0.109,0.114,0.118,0.121,0.124,0.126,0.137
Fold4,0.154,0.165,0.173,0.182,0.19,0.197,0.203,0.209,0.215,0.221,0.27,0.061,0.086,0.1,0.109,0.116,0.12,0.124,0.126,0.129,0.131,0.142
Fold5,0.154,0.162,0.171,0.179,0.186,0.194,0.201,0.207,0.213,0.219,0.269,0.065,0.087,0.101,0.11,0.116,0.12,0.124,0.127,0.13,0.132,0.143
Mean,0.153,0.162,0.171,0.18,0.188,0.195,0.202,0.209,0.215,0.22,0.27,0.062,0.085,0.098,0.107,0.113,0.118,0.122,0.125,0.127,0.13,0.141
