Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.152,0.157,0.168,0.177,0.184,0.191,0.198,0.204,0.211,0.217,0.266,0.063,0.084,0.097,0.107,0.112,0.117,0.122,0.125,0.127,0.129,0.141
Fold2,0.157,0.166,0.178,0.184,0.192,0.2,0.208,0.213,0.22,0.226,0.273,0.061,0.084,0.1,0.108,0.114,0.12,0.124,0.127,0.13,0.132,0.142
Fold3,0.138,0.152,0.162,0.168,0.177,0.184,0.192,0.199,0.204,0.21,0.261,0.049,0.073,0.086,0.093,0.1,0.105,0.109,0.113,0.115,0.117,0.129
Fold4,0.158,0.167,0.173,0.181,0.187,0.193,0.2,0.206,0.213,0.219,0.267,0.069,0.092,0.105,0.114,0.119,0.123,0.126,0.129,0.131,0.133,0.144
Fold5,0.145,0.155,0.165,0.175,0.184,0.192,0.198,0.206,0.212,0.217,0.268,0.059,0.082,0.095,0.103,0.11,0.116,0.12,0.124,0.126,0.129,0.14
Mean,0.15,0.159,0.169,0.177,0.185,0.192,0.199,0.206,0.212,0.218,0.267,0.06,0.083,0.097,0.105,0.111,0.116,0.12,0.123,0.126,0.128,0.139
