Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.468,0.457,0.456,0.457,0.46,0.462,0.467,0.471,0.475,0.478,0.511,0.335,0.391,0.414,0.426,0.434,0.438,0.441,0.443,0.445,0.447,0.454
Fold2,0.456,0.449,0.45,0.453,0.457,0.462,0.467,0.471,0.475,0.479,0.514,0.323,0.381,0.404,0.415,0.422,0.428,0.432,0.435,0.437,0.439,0.446
Fold3,0.451,0.441,0.443,0.446,0.45,0.454,0.459,0.463,0.467,0.472,0.505,0.318,0.374,0.397,0.41,0.417,0.423,0.427,0.429,0.431,0.433,0.44
Fold4,0.467,0.46,0.459,0.461,0.464,0.468,0.471,0.476,0.479,0.483,0.514,0.335,0.395,0.419,0.431,0.439,0.444,0.447,0.45,0.452,0.453,0.46
Mean,0.461,0.452,0.452,0.454,0.458,0.461,0.466,0.47,0.474,0.478,0.511,0.328,0.385,0.409,0.421,0.428,0.433,0.437,0.439,0.441,0.443,0.45
