Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.701,0.7,0.702,0.708,0.716,0.724,0.731,0.74,0.748,0.755,0.813,0.6,0.665,0.686,0.694,0.699,0.703,0.705,0.707,0.708,0.709,0.712
Mean,0.701,0.7,0.702,0.708,0.716,0.724,0.731,0.74,0.748,0.755,0.813,0.6,0.665,0.686,0.694,0.699,0.703,0.705,0.707,0.708,0.709,0.712
