Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.533,0.526,0.526,0.525,0.527,0.529,0.533,0.541,0.548,0.558,0.628,0.499,0.555,0.575,0.587,0.592,0.595,0.598,0.601,0.603,0.605,0.612
Fold2,0.559,0.547,0.554,0.556,0.562,0.573,0.58,0.589,0.592,0.596,0.645,0.533,0.577,0.602,0.612,0.62,0.627,0.631,0.633,0.634,0.636,0.639
Fold3,0.554,0.553,0.557,0.559,0.568,0.572,0.574,0.581,0.584,0.589,0.64,0.513,0.571,0.593,0.602,0.609,0.614,0.618,0.621,0.622,0.623,0.626
Fold4,0.488,0.51,0.505,0.511,0.518,0.523,0.529,0.536,0.543,0.549,0.613,0.457,0.522,0.544,0.552,0.561,0.565,0.569,0.572,0.575,0.576,0.582
Fold5,0.497,0.504,0.505,0.514,0.515,0.524,0.534,0.539,0.548,0.555,0.62,0.46,0.527,0.548,0.564,0.57,0.573,0.575,0.578,0.58,0.581,0.588
Mean,0.526,0.528,0.529,0.533,0.538,0.544,0.55,0.557,0.563,0.569,0.629,0.492,0.55,0.573,0.583,0.59,0.595,0.598,0.601,0.603,0.604,0.61
