Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.633,0.659,0.67,0.707,0.731,0.749,0.759,0.767,0.776,0.783,0.801,0.599,0.672,0.691,0.707,0.712,0.716,0.719,0.72,0.721,0.723,0.725
Fold2,0.682,0.706,0.728,0.74,0.764,0.775,0.79,0.796,0.801,0.807,0.822,0.641,0.702,0.725,0.738,0.745,0.748,0.752,0.753,0.754,0.754,0.755
Fold3,0.645,0.657,0.69,0.712,0.729,0.748,0.757,0.763,0.767,0.771,0.796,0.611,0.669,0.701,0.71,0.718,0.721,0.722,0.724,0.725,0.725,0.727
Fold4,0.599,0.628,0.658,0.679,0.707,0.721,0.729,0.736,0.745,0.752,0.78,0.567,0.64,0.672,0.682,0.692,0.694,0.695,0.695,0.697,0.698,0.7
Fold5,0.605,0.64,0.657,0.69,0.704,0.724,0.737,0.752,0.758,0.762,0.784,0.567,0.646,0.672,0.689,0.692,0.699,0.703,0.705,0.706,0.706,0.707
Mean,0.633,0.658,0.681,0.706,0.727,0.743,0.754,0.763,0.769,0.775,0.796,0.597,0.666,0.692,0.705,0.712,0.716,0.718,0.719,0.721,0.721,0.723
