Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.56,0.584,0.61,0.623,0.64,0.652,0.669,0.677,0.685,0.692,0.725,0.526,0.574,0.597,0.605,0.617,0.621,0.627,0.631,0.633,0.634,0.638
Fold2,0.403,0.426,0.444,0.472,0.501,0.531,0.558,0.573,0.585,0.593,0.63,0.389,0.427,0.444,0.464,0.481,0.492,0.497,0.503,0.505,0.505,0.511
Fold3,0.464,0.472,0.493,0.509,0.538,0.554,0.566,0.577,0.592,0.598,0.644,0.429,0.465,0.486,0.504,0.52,0.529,0.534,0.537,0.54,0.54,0.545
Fold4,0.408,0.426,0.449,0.47,0.497,0.521,0.537,0.552,0.57,0.583,0.633,0.382,0.433,0.465,0.479,0.492,0.496,0.501,0.506,0.509,0.512,0.519
Fold5,0.554,0.56,0.589,0.607,0.633,0.648,0.665,0.677,0.686,0.693,0.733,0.522,0.573,0.603,0.611,0.621,0.63,0.633,0.636,0.637,0.638,0.643
Mean,0.478,0.494,0.517,0.537,0.562,0.581,0.599,0.611,0.624,0.632,0.673,0.45,0.494,0.519,0.533,0.546,0.554,0.558,0.562,0.565,0.566,0.571
