Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.526,0.542,0.563,0.583,0.599,0.613,0.628,0.642,0.654,0.666,0.744,0.381,0.452,0.483,0.501,0.509,0.516,0.521,0.525,0.527,0.529,0.536
Mean,0.526,0.542,0.563,0.583,0.599,0.613,0.628,0.642,0.654,0.666,0.744,0.381,0.452,0.483,0.501,0.509,0.516,0.521,0.525,0.527,0.529,0.536
