Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.351,0.357,0.363,0.369,0.376,0.381,0.386,0.391,0.396,0.4,0.444,0.196,0.246,0.268,0.28,0.288,0.292,0.295,0.298,0.3,0.301,0.311
Fold2,0.353,0.356,0.364,0.37,0.375,0.38,0.385,0.39,0.395,0.399,0.442,0.209,0.259,0.282,0.294,0.301,0.307,0.311,0.314,0.316,0.318,0.327
Fold3,0.352,0.361,0.365,0.37,0.378,0.384,0.389,0.394,0.399,0.404,0.449,0.205,0.263,0.284,0.296,0.304,0.308,0.312,0.314,0.316,0.318,0.327
Fold4,0.359,0.364,0.368,0.372,0.377,0.384,0.39,0.395,0.4,0.405,0.447,0.209,0.265,0.287,0.298,0.304,0.31,0.314,0.317,0.32,0.322,0.33
Fold5,0.344,0.349,0.355,0.363,0.368,0.375,0.382,0.388,0.393,0.398,0.442,0.202,0.253,0.276,0.289,0.296,0.302,0.306,0.309,0.31,0.312,0.321
Mean,0.352,0.357,0.363,0.369,0.375,0.381,0.386,0.391,0.396,0.401,0.445,0.204,0.257,0.28,0.291,0.299,0.304,0.307,0.31,0.312,0.314,0.323
