Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.602,0.62,0.643,0.662,0.68,0.694,0.706,0.718,0.728,0.737,0.788,0.462,0.543,0.576,0.59,0.598,0.604,0.607,0.609,0.611,0.613,0.616
Mean,0.602,0.62,0.643,0.662,0.68,0.694,0.706,0.718,0.728,0.737,0.788,0.462,0.543,0.576,0.59,0.598,0.604,0.607,0.609,0.611,0.613,0.616
