Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.656,0.654,0.666,0.677,0.689,0.7,0.71,0.719,0.729,0.738,0.8,0.538,0.604,0.631,0.642,0.648,0.652,0.655,0.657,0.658,0.659,0.664
Mean,0.656,0.654,0.666,0.677,0.689,0.7,0.71,0.719,0.729,0.738,0.8,0.538,0.604,0.631,0.642,0.648,0.652,0.655,0.657,0.658,0.659,0.664
