Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.611,0.632,0.667,0.679,0.707,0.728,0.74,0.745,0.754,0.76,0.781,0.577,0.628,0.669,0.674,0.684,0.689,0.692,0.692,0.694,0.695,0.697
Fold2,0.577,0.597,0.624,0.65,0.677,0.691,0.702,0.714,0.72,0.725,0.757,0.522,0.58,0.607,0.626,0.639,0.643,0.646,0.649,0.651,0.651,0.654
Fold3,0.588,0.586,0.63,0.649,0.662,0.68,0.692,0.706,0.716,0.724,0.755,0.561,0.599,0.637,0.648,0.657,0.665,0.667,0.671,0.674,0.675,0.677
Fold4,0.544,0.585,0.613,0.635,0.654,0.675,0.69,0.7,0.707,0.712,0.748,0.503,0.57,0.606,0.622,0.63,0.637,0.638,0.64,0.641,0.642,0.646
Fold5,0.59,0.6,0.639,0.658,0.679,0.69,0.705,0.711,0.724,0.734,0.764,0.573,0.627,0.657,0.668,0.676,0.677,0.682,0.682,0.684,0.686,0.69
Mean,0.582,0.6,0.635,0.655,0.676,0.693,0.706,0.715,0.724,0.731,0.761,0.547,0.601,0.635,0.648,0.657,0.662,0.665,0.667,0.669,0.67,0.673
