Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.392,0.387,0.39,0.393,0.397,0.401,0.405,0.41,0.414,0.418,0.457,0.271,0.328,0.354,0.368,0.375,0.38,0.384,0.386,0.388,0.39,0.398
Fold2,0.384,0.383,0.383,0.388,0.393,0.397,0.402,0.406,0.411,0.415,0.452,0.262,0.318,0.34,0.353,0.361,0.368,0.371,0.374,0.376,0.378,0.386
Fold3,0.396,0.381,0.381,0.388,0.392,0.396,0.401,0.405,0.41,0.414,0.455,0.288,0.337,0.36,0.375,0.382,0.387,0.39,0.393,0.395,0.397,0.405
Fold4,0.379,0.371,0.372,0.38,0.386,0.391,0.396,0.401,0.404,0.408,0.445,0.267,0.319,0.343,0.356,0.364,0.37,0.374,0.377,0.379,0.381,0.389
Fold5,0.398,0.388,0.388,0.393,0.397,0.403,0.408,0.413,0.418,0.424,0.462,0.284,0.337,0.357,0.371,0.379,0.384,0.388,0.391,0.394,0.396,0.404
Mean,0.39,0.382,0.383,0.388,0.393,0.398,0.402,0.407,0.411,0.416,0.454,0.274,0.328,0.351,0.365,0.372,0.378,0.381,0.384,0.387,0.388,0.397
