Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.496,0.499,0.497,0.503,0.513,0.521,0.53,0.54,0.545,0.551,0.608,0.467,0.521,0.536,0.546,0.556,0.562,0.566,0.571,0.573,0.574,0.58
Fold2,0.503,0.493,0.5,0.5,0.503,0.503,0.506,0.512,0.516,0.518,0.583,0.472,0.518,0.545,0.554,0.565,0.567,0.571,0.574,0.576,0.578,0.585
Fold3,0.512,0.518,0.523,0.527,0.528,0.527,0.532,0.536,0.543,0.549,0.61,0.484,0.546,0.57,0.578,0.585,0.589,0.592,0.594,0.595,0.598,0.604
Fold4,0.482,0.48,0.489,0.5,0.511,0.517,0.52,0.526,0.532,0.538,0.611,0.445,0.51,0.532,0.546,0.558,0.562,0.563,0.565,0.566,0.568,0.576
Fold5,0.483,0.476,0.488,0.492,0.488,0.493,0.498,0.506,0.512,0.518,0.579,0.457,0.513,0.542,0.552,0.557,0.559,0.561,0.565,0.567,0.569,0.576
Mean,0.495,0.493,0.5,0.505,0.509,0.512,0.517,0.524,0.53,0.535,0.598,0.465,0.522,0.545,0.555,0.564,0.568,0.571,0.574,0.575,0.577,0.584
