Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.705,0.697,0.699,0.707,0.714,0.722,0.73,0.738,0.745,0.752,0.813,0.611,0.676,0.698,0.707,0.712,0.715,0.717,0.719,0.72,0.721,0.724
Mean,0.705,0.697,0.699,0.707,0.714,0.722,0.73,0.738,0.745,0.752,0.813,0.611,0.676,0.698,0.707,0.712,0.715,0.717,0.719,0.72,0.721,0.724
