Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.665,0.668,0.682,0.696,0.71,0.722,0.733,0.743,0.752,0.76,0.807,0.537,0.608,0.634,0.647,0.654,0.658,0.661,0.663,0.665,0.666,0.669
Mean,0.665,0.668,0.682,0.696,0.71,0.722,0.733,0.743,0.752,0.76,0.807,0.537,0.608,0.634,0.647,0.654,0.658,0.661,0.663,0.665,0.666,0.669
