Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.588,0.634,0.65,0.679,0.703,0.716,0.726,0.733,0.743,0.745,0.778,0.545,0.619,0.636,0.657,0.664,0.666,0.671,0.673,0.674,0.674,0.678
Fold2,0.569,0.594,0.622,0.656,0.676,0.693,0.706,0.719,0.725,0.729,0.758,0.522,0.602,0.617,0.631,0.64,0.65,0.651,0.656,0.657,0.657,0.66
Fold3,0.581,0.595,0.633,0.646,0.661,0.675,0.691,0.699,0.705,0.708,0.745,0.558,0.609,0.645,0.655,0.66,0.664,0.668,0.67,0.671,0.672,0.676
Fold4,0.552,0.576,0.609,0.636,0.653,0.667,0.681,0.694,0.703,0.711,0.75,0.516,0.589,0.615,0.632,0.637,0.64,0.644,0.648,0.649,0.649,0.654
Fold5,0.546,0.564,0.603,0.638,0.662,0.678,0.691,0.701,0.708,0.714,0.749,0.516,0.58,0.611,0.629,0.635,0.642,0.643,0.644,0.646,0.647,0.651
Mean,0.567,0.593,0.624,0.651,0.671,0.686,0.699,0.709,0.717,0.721,0.756,0.531,0.6,0.625,0.641,0.647,0.652,0.655,0.658,0.659,0.66,0.664
