Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.553,0.573,0.593,0.612,0.63,0.645,0.66,0.672,0.683,0.693,0.748,0.434,0.513,0.546,0.562,0.571,0.577,0.581,0.583,0.585,0.586,0.59
Mean,0.553,0.573,0.593,0.612,0.63,0.645,0.66,0.672,0.683,0.693,0.748,0.434,0.513,0.546,0.562,0.571,0.577,0.581,0.583,0.585,0.586,0.59
