Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.691,0.684,0.689,0.697,0.703,0.71,0.718,0.726,0.734,0.742,0.804,0.595,0.664,0.687,0.696,0.701,0.704,0.706,0.708,0.709,0.71,0.713
Mean,0.691,0.684,0.689,0.697,0.703,0.71,0.718,0.726,0.734,0.742,0.804,0.595,0.664,0.687,0.696,0.701,0.704,0.706,0.708,0.709,0.71,0.713
