Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.725,0.777,0.811,0.834,0.851,0.862,0.87,0.875,0.879,0.882,0.888,0.649,0.738,0.764,0.774,0.779,0.78,0.781,0.782,0.783,0.783,0.783
Mean,0.725,0.777,0.811,0.834,0.851,0.862,0.87,0.875,0.879,0.882,0.888,0.649,0.738,0.764,0.774,0.779,0.78,0.781,0.782,0.783,0.783,0.783
