Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.684,0.692,0.704,0.718,0.73,0.742,0.752,0.761,0.769,0.777,0.819,0.573,0.647,0.672,0.684,0.69,0.694,0.697,0.698,0.7,0.7,0.703
Mean,0.684,0.692,0.704,0.718,0.73,0.742,0.752,0.761,0.769,0.777,0.819,0.573,0.647,0.672,0.684,0.69,0.694,0.697,0.698,0.7,0.7,0.703
