Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.649,0.658,0.67,0.683,0.695,0.707,0.716,0.727,0.736,0.745,0.806,0.529,0.604,0.632,0.645,0.651,0.656,0.659,0.66,0.662,0.663,0.667
Mean,0.649,0.658,0.67,0.683,0.695,0.707,0.716,0.727,0.736,0.745,0.806,0.529,0.604,0.632,0.645,0.651,0.656,0.659,0.66,0.662,0.663,0.667
