Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.76,0.803,0.834,0.854,0.869,0.879,0.885,0.89,0.893,0.896,0.901,0.69,0.77,0.792,0.801,0.805,0.807,0.808,0.808,0.808,0.808,0.809
Mean,0.76,0.803,0.834,0.854,0.869,0.879,0.885,0.89,0.893,0.896,0.901,0.69,0.77,0.792,0.801,0.805,0.807,0.808,0.808,0.808,0.808,0.809
