Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.755,0.784,0.817,0.842,0.859,0.871,0.88,0.886,0.89,0.892,0.898,0.682,0.754,0.778,0.789,0.793,0.795,0.797,0.797,0.798,0.798,0.798
Mean,0.755,0.784,0.817,0.842,0.859,0.871,0.88,0.886,0.89,0.892,0.898,0.682,0.754,0.778,0.789,0.793,0.795,0.797,0.797,0.798,0.798,0.798
