Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.856,0.879,0.887,0.901,0.911,0.913,0.919,0.922,0.925,0.926,0.931,0.774,0.807,0.814,0.818,0.825,0.825,0.825,0.826,0.826,0.826,0.827
Fold2,0.896,0.908,0.929,0.932,0.933,0.935,0.938,0.94,0.94,0.943,0.947,0.887,0.901,0.915,0.918,0.918,0.918,0.919,0.92,0.92,0.922,0.922
Fold3,0.914,0.919,0.93,0.944,0.946,0.947,0.947,0.949,0.951,0.951,0.955,0.906,0.924,0.929,0.936,0.936,0.936,0.936,0.937,0.937,0.937,0.938
Fold4,0.904,0.918,0.925,0.936,0.94,0.942,0.941,0.943,0.944,0.947,0.951,0.899,0.924,0.929,0.933,0.934,0.934,0.934,0.934,0.935,0.936,0.936
Fold5,0.867,0.889,0.91,0.918,0.926,0.928,0.929,0.93,0.931,0.932,0.937,0.864,0.893,0.907,0.909,0.912,0.912,0.912,0.912,0.912,0.912,0.913
Mean,0.887,0.903,0.916,0.926,0.931,0.933,0.935,0.937,0.938,0.94,0.944,0.866,0.89,0.899,0.903,0.905,0.905,0.905,0.906,0.906,0.906,0.907
