Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.67,0.678,0.691,0.704,0.717,0.729,0.74,0.75,0.758,0.765,0.811,0.556,0.632,0.657,0.669,0.676,0.68,0.683,0.685,0.686,0.687,0.69
Mean,0.67,0.678,0.691,0.704,0.717,0.729,0.74,0.75,0.758,0.765,0.811,0.556,0.632,0.657,0.669,0.676,0.68,0.683,0.685,0.686,0.687,0.69
