Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.152,0.16,0.17,0.18,0.188,0.195,0.202,0.209,0.215,0.221,0.27,0.061,0.083,0.096,0.106,0.112,0.118,0.122,0.125,0.127,0.129,0.14
Fold2,0.149,0.159,0.169,0.178,0.186,0.192,0.2,0.207,0.213,0.219,0.268,0.057,0.081,0.094,0.103,0.109,0.114,0.117,0.12,0.123,0.125,0.137
Fold3,0.151,0.161,0.171,0.18,0.187,0.194,0.202,0.208,0.214,0.22,0.269,0.06,0.083,0.097,0.105,0.112,0.116,0.121,0.124,0.126,0.128,0.139
Fold4,0.153,0.161,0.17,0.179,0.187,0.194,0.201,0.208,0.214,0.22,0.269,0.063,0.084,0.097,0.106,0.113,0.118,0.123,0.126,0.128,0.13,0.141
Fold5,0.15,0.161,0.17,0.178,0.186,0.194,0.201,0.208,0.214,0.22,0.269,0.059,0.084,0.096,0.104,0.11,0.115,0.119,0.122,0.124,0.126,0.137
Mean,0.151,0.16,0.17,0.179,0.187,0.194,0.201,0.208,0.214,0.22,0.269,0.06,0.083,0.096,0.105,0.111,0.116,0.12,0.123,0.126,0.128,0.139
