Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.502,0.488,0.497,0.496,0.503,0.509,0.513,0.52,0.525,0.53,0.597,0.449,0.503,0.531,0.544,0.555,0.559,0.561,0.564,0.566,0.567,0.573
Fold2,0.457,0.463,0.47,0.475,0.481,0.484,0.492,0.501,0.505,0.511,0.587,0.401,0.469,0.495,0.503,0.512,0.516,0.519,0.523,0.525,0.527,0.534
Fold3,0.497,0.484,0.48,0.482,0.489,0.494,0.501,0.509,0.515,0.521,0.594,0.457,0.512,0.534,0.545,0.555,0.559,0.563,0.566,0.567,0.568,0.576
Fold4,0.471,0.466,0.471,0.476,0.484,0.498,0.502,0.507,0.514,0.519,0.586,0.422,0.475,0.501,0.511,0.519,0.528,0.53,0.532,0.534,0.535,0.543
Fold5,0.447,0.439,0.451,0.452,0.458,0.461,0.465,0.471,0.48,0.487,0.563,0.407,0.476,0.507,0.518,0.525,0.529,0.531,0.534,0.536,0.537,0.544
Mean,0.475,0.468,0.474,0.476,0.483,0.489,0.495,0.501,0.508,0.514,0.586,0.427,0.487,0.514,0.524,0.533,0.538,0.541,0.544,0.546,0.547,0.554
