Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.691,0.688,0.696,0.704,0.715,0.723,0.733,0.742,0.752,0.76,0.817,0.574,0.641,0.663,0.673,0.68,0.683,0.686,0.688,0.689,0.69,0.694
Mean,0.691,0.688,0.696,0.704,0.715,0.723,0.733,0.742,0.752,0.76,0.817,0.574,0.641,0.663,0.673,0.68,0.683,0.686,0.688,0.689,0.69,0.694
