Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.619,0.637,0.667,0.694,0.723,0.738,0.747,0.754,0.764,0.769,0.784,0.604,0.649,0.671,0.684,0.694,0.701,0.703,0.705,0.707,0.709,0.711
Fold2,0.673,0.709,0.72,0.754,0.767,0.774,0.783,0.787,0.79,0.792,0.81,0.66,0.709,0.724,0.741,0.745,0.748,0.752,0.752,0.753,0.754,0.755
Fold3,0.598,0.625,0.66,0.689,0.701,0.706,0.719,0.726,0.729,0.734,0.756,0.587,0.639,0.665,0.679,0.684,0.686,0.692,0.694,0.695,0.696,0.699
Fold4,0.559,0.612,0.645,0.672,0.689,0.698,0.709,0.722,0.727,0.733,0.761,0.548,0.61,0.638,0.652,0.657,0.661,0.665,0.668,0.67,0.67,0.674
Fold5,0.613,0.666,0.679,0.711,0.73,0.745,0.754,0.763,0.77,0.773,0.791,0.603,0.663,0.678,0.693,0.702,0.706,0.709,0.71,0.711,0.712,0.715
Mean,0.612,0.65,0.675,0.704,0.722,0.732,0.742,0.75,0.756,0.76,0.78,0.6,0.654,0.675,0.69,0.696,0.7,0.704,0.706,0.707,0.708,0.711
