Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.191,0.205,0.217,0.229,0.242,0.251,0.261,0.27,0.278,0.287,0.362,0.102,0.14,0.16,0.174,0.184,0.19,0.195,0.199,0.202,0.205,0.218
Fold2,0.195,0.207,0.219,0.231,0.243,0.253,0.261,0.27,0.279,0.287,0.364,0.105,0.14,0.158,0.171,0.18,0.186,0.19,0.194,0.197,0.199,0.213
Fold3,0.198,0.212,0.224,0.237,0.247,0.256,0.266,0.275,0.283,0.291,0.367,0.107,0.143,0.163,0.177,0.187,0.193,0.198,0.202,0.205,0.207,0.22
Fold4,0.198,0.21,0.223,0.233,0.242,0.252,0.261,0.27,0.279,0.287,0.364,0.104,0.14,0.16,0.171,0.179,0.186,0.191,0.195,0.198,0.2,0.214
Fold5,0.194,0.206,0.219,0.232,0.241,0.252,0.261,0.27,0.278,0.287,0.362,0.102,0.137,0.157,0.17,0.179,0.186,0.191,0.195,0.198,0.201,0.213
Mean,0.195,0.208,0.22,0.232,0.243,0.253,0.262,0.271,0.279,0.288,0.364,0.104,0.14,0.159,0.173,0.182,0.188,0.193,0.197,0.2,0.203,0.216
