Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.423,0.427,0.448,0.457,0.476,0.488,0.504,0.513,0.525,0.537,0.653,0.402,0.457,0.491,0.502,0.517,0.522,0.526,0.53,0.532,0.534,0.543
Fold2,0.408,0.418,0.429,0.441,0.454,0.465,0.478,0.495,0.507,0.52,0.64,0.389,0.447,0.476,0.49,0.5,0.507,0.513,0.517,0.519,0.521,0.53
Fold3,0.426,0.43,0.444,0.458,0.468,0.476,0.49,0.501,0.516,0.531,0.649,0.41,0.473,0.498,0.515,0.525,0.529,0.535,0.538,0.541,0.543,0.552
Fold4,0.424,0.424,0.438,0.455,0.462,0.474,0.483,0.499,0.511,0.524,0.637,0.401,0.45,0.474,0.491,0.501,0.507,0.51,0.516,0.519,0.521,0.53
Fold5,0.434,0.432,0.445,0.457,0.467,0.481,0.492,0.505,0.518,0.532,0.653,0.407,0.457,0.488,0.506,0.514,0.521,0.527,0.529,0.531,0.533,0.542
Mean,0.423,0.426,0.441,0.454,0.465,0.477,0.489,0.503,0.516,0.529,0.646,0.402,0.457,0.485,0.501,0.511,0.517,0.522,0.526,0.528,0.53,0.539
