Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.451,0.482,0.515,0.545,0.574,0.599,0.621,0.642,0.66,0.676,0.748,0.312,0.387,0.422,0.442,0.456,0.464,0.47,0.474,0.477,0.48,0.487
Mean,0.451,0.482,0.515,0.545,0.574,0.599,0.621,0.642,0.66,0.676,0.748,0.312,0.387,0.422,0.442,0.456,0.464,0.47,0.474,0.477,0.48,0.487
