Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.451,0.499,0.539,0.571,0.598,0.62,0.638,0.653,0.665,0.677,0.738,0.33,0.417,0.455,0.475,0.487,0.494,0.499,0.502,0.504,0.506,0.512
Mean,0.451,0.499,0.539,0.571,0.598,0.62,0.638,0.653,0.665,0.677,0.738,0.33,0.417,0.455,0.475,0.487,0.494,0.499,0.502,0.504,0.506,0.512
