Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.714,0.752,0.783,0.805,0.822,0.834,0.843,0.851,0.857,0.861,0.877,0.627,0.712,0.738,0.749,0.754,0.757,0.759,0.76,0.76,0.761,0.761
Mean,0.714,0.752,0.783,0.805,0.822,0.834,0.843,0.851,0.857,0.861,0.877,0.627,0.712,0.738,0.749,0.754,0.757,0.759,0.76,0.76,0.761,0.761
