Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.662,0.698,0.72,0.738,0.748,0.758,0.767,0.776,0.784,0.788,0.81,0.635,0.689,0.715,0.726,0.729,0.731,0.732,0.733,0.735,0.736,0.741
Fold2,0.599,0.623,0.649,0.678,0.702,0.721,0.729,0.741,0.749,0.755,0.775,0.561,0.621,0.644,0.663,0.671,0.676,0.677,0.681,0.683,0.684,0.685
Fold3,0.622,0.626,0.648,0.679,0.69,0.698,0.703,0.713,0.721,0.731,0.764,0.586,0.631,0.648,0.671,0.677,0.681,0.685,0.688,0.688,0.69,0.693
Fold4,0.609,0.647,0.656,0.678,0.703,0.714,0.727,0.735,0.75,0.754,0.783,0.586,0.672,0.687,0.696,0.704,0.707,0.713,0.713,0.716,0.716,0.718
Fold5,0.643,0.661,0.68,0.704,0.722,0.736,0.751,0.758,0.769,0.773,0.796,0.605,0.662,0.686,0.7,0.705,0.708,0.711,0.712,0.715,0.715,0.719
Mean,0.627,0.651,0.671,0.695,0.713,0.725,0.735,0.744,0.755,0.76,0.786,0.594,0.655,0.676,0.691,0.697,0.701,0.704,0.705,0.708,0.708,0.711
