Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.452,0.458,0.47,0.48,0.493,0.503,0.515,0.526,0.537,0.547,0.628,0.333,0.403,0.433,0.447,0.457,0.464,0.468,0.471,0.474,0.476,0.484
Fold2,0.456,0.46,0.471,0.484,0.495,0.506,0.518,0.528,0.538,0.548,0.628,0.336,0.404,0.434,0.451,0.46,0.466,0.471,0.474,0.477,0.479,0.487
Fold3,0.444,0.451,0.461,0.472,0.483,0.495,0.505,0.516,0.527,0.537,0.62,0.326,0.394,0.423,0.439,0.449,0.455,0.459,0.463,0.465,0.467,0.476
Fold4,0.452,0.461,0.47,0.482,0.494,0.505,0.515,0.525,0.535,0.546,0.626,0.331,0.404,0.431,0.448,0.457,0.463,0.468,0.471,0.473,0.475,0.483
Fold5,0.453,0.462,0.471,0.482,0.494,0.505,0.516,0.527,0.538,0.547,0.628,0.337,0.409,0.436,0.45,0.459,0.466,0.47,0.474,0.476,0.478,0.486
Mean,0.451,0.458,0.469,0.48,0.492,0.503,0.514,0.524,0.535,0.545,0.626,0.333,0.403,0.432,0.447,0.457,0.463,0.467,0.471,0.473,0.475,0.483
