Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.506,0.521,0.543,0.564,0.584,0.601,0.614,0.628,0.633,0.647,0.692,0.481,0.522,0.552,0.565,0.575,0.582,0.585,0.589,0.589,0.593,0.598
Fold2,0.499,0.5,0.528,0.561,0.577,0.587,0.6,0.619,0.627,0.637,0.683,0.452,0.49,0.518,0.539,0.544,0.546,0.551,0.556,0.56,0.561,0.568
Fold3,0.429,0.454,0.483,0.501,0.519,0.528,0.542,0.559,0.569,0.577,0.628,0.408,0.446,0.471,0.486,0.492,0.496,0.499,0.505,0.506,0.509,0.519
Fold4,0.429,0.449,0.472,0.506,0.526,0.548,0.558,0.572,0.583,0.597,0.648,0.414,0.459,0.476,0.501,0.505,0.514,0.516,0.521,0.526,0.53,0.535
Fold5,0.452,0.485,0.509,0.54,0.555,0.577,0.597,0.605,0.613,0.628,0.675,0.427,0.494,0.519,0.54,0.546,0.556,0.561,0.563,0.563,0.567,0.574
Mean,0.463,0.482,0.507,0.534,0.552,0.568,0.582,0.596,0.605,0.617,0.665,0.436,0.482,0.507,0.526,0.532,0.539,0.542,0.547,0.549,0.552,0.559
