Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.607,0.63,0.646,0.663,0.676,0.689,0.7,0.71,0.72,0.729,0.79,0.473,0.563,0.592,0.606,0.613,0.618,0.621,0.623,0.625,0.626,0.63
Mean,0.607,0.63,0.646,0.663,0.676,0.689,0.7,0.71,0.72,0.729,0.79,0.473,0.563,0.592,0.606,0.613,0.618,0.621,0.623,0.625,0.626,0.63
