Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.595,0.613,0.634,0.651,0.667,0.682,0.695,0.707,0.717,0.726,0.778,0.462,0.544,0.576,0.59,0.599,0.604,0.608,0.61,0.612,0.613,0.617
Mean,0.595,0.613,0.634,0.651,0.667,0.682,0.695,0.707,0.717,0.726,0.778,0.462,0.544,0.576,0.59,0.599,0.604,0.608,0.61,0.612,0.613,0.617
