Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.675,0.689,0.714,0.731,0.753,0.758,0.77,0.779,0.787,0.789,0.813,0.628,0.689,0.715,0.724,0.732,0.734,0.735,0.738,0.74,0.74,0.742
Fold2,0.586,0.628,0.682,0.69,0.712,0.719,0.74,0.744,0.748,0.75,0.777,0.541,0.621,0.661,0.668,0.674,0.677,0.682,0.683,0.685,0.685,0.688
Fold3,0.669,0.677,0.689,0.711,0.723,0.735,0.74,0.746,0.755,0.76,0.787,0.637,0.688,0.705,0.719,0.723,0.727,0.729,0.731,0.734,0.736,0.737
Fold4,0.69,0.713,0.722,0.739,0.76,0.763,0.774,0.781,0.789,0.793,0.815,0.65,0.717,0.729,0.742,0.75,0.751,0.752,0.752,0.754,0.755,0.757
Fold5,0.628,0.663,0.67,0.703,0.722,0.734,0.745,0.755,0.757,0.765,0.792,0.58,0.656,0.671,0.693,0.696,0.7,0.703,0.705,0.707,0.708,0.71
Mean,0.65,0.674,0.696,0.715,0.734,0.742,0.754,0.761,0.767,0.772,0.797,0.607,0.674,0.696,0.709,0.715,0.718,0.72,0.722,0.724,0.725,0.727
