Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.693,0.685,0.691,0.702,0.712,0.722,0.732,0.741,0.75,0.758,0.816,0.577,0.635,0.658,0.671,0.677,0.681,0.684,0.686,0.687,0.688,0.692
Mean,0.693,0.685,0.691,0.702,0.712,0.722,0.732,0.741,0.75,0.758,0.816,0.577,0.635,0.658,0.671,0.677,0.681,0.684,0.686,0.687,0.688,0.692
