Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.398,0.388,0.392,0.394,0.397,0.4,0.405,0.409,0.413,0.416,0.452,0.258,0.302,0.325,0.335,0.341,0.347,0.351,0.354,0.356,0.357,0.365
Fold2,0.368,0.369,0.372,0.378,0.382,0.387,0.39,0.394,0.398,0.402,0.438,0.234,0.284,0.305,0.318,0.325,0.33,0.332,0.335,0.338,0.34,0.348
Fold3,0.383,0.381,0.38,0.384,0.388,0.391,0.395,0.4,0.403,0.408,0.446,0.254,0.308,0.329,0.341,0.346,0.351,0.354,0.357,0.359,0.361,0.37
Fold4,0.395,0.39,0.391,0.395,0.4,0.404,0.409,0.413,0.417,0.42,0.452,0.26,0.31,0.33,0.343,0.351,0.356,0.359,0.362,0.364,0.366,0.374
Fold5,0.371,0.368,0.371,0.375,0.38,0.385,0.39,0.394,0.398,0.403,0.443,0.24,0.289,0.309,0.32,0.327,0.332,0.335,0.338,0.341,0.343,0.351
Mean,0.383,0.379,0.381,0.385,0.389,0.394,0.398,0.402,0.406,0.41,0.446,0.249,0.298,0.32,0.331,0.338,0.343,0.346,0.349,0.352,0.353,0.361
