Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.69,0.699,0.731,0.748,0.771,0.784,0.797,0.806,0.808,0.812,0.826,0.667,0.715,0.743,0.754,0.763,0.765,0.769,0.771,0.771,0.771,0.771
Fold2,0.658,0.67,0.694,0.719,0.745,0.762,0.772,0.776,0.779,0.782,0.806,0.624,0.694,0.72,0.729,0.734,0.738,0.74,0.741,0.741,0.742,0.744
Fold3,0.624,0.656,0.671,0.699,0.719,0.731,0.74,0.754,0.758,0.764,0.788,0.586,0.675,0.699,0.711,0.715,0.718,0.719,0.72,0.722,0.722,0.723
Fold4,0.654,0.658,0.679,0.708,0.721,0.736,0.751,0.762,0.768,0.77,0.798,0.611,0.675,0.696,0.714,0.719,0.721,0.727,0.727,0.727,0.727,0.73
Fold5,0.645,0.666,0.68,0.702,0.722,0.736,0.757,0.767,0.771,0.775,0.797,0.605,0.672,0.691,0.699,0.707,0.709,0.716,0.718,0.719,0.719,0.721
Mean,0.654,0.67,0.691,0.715,0.736,0.75,0.763,0.773,0.777,0.781,0.803,0.619,0.686,0.71,0.721,0.728,0.73,0.734,0.735,0.736,0.736,0.738
