Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.606,0.629,0.648,0.664,0.677,0.69,0.7,0.712,0.721,0.731,0.793,0.465,0.554,0.584,0.598,0.605,0.61,0.613,0.616,0.617,0.619,0.623
Mean,0.606,0.629,0.648,0.664,0.677,0.69,0.7,0.712,0.721,0.731,0.793,0.465,0.554,0.584,0.598,0.605,0.61,0.613,0.616,0.617,0.619,0.623
