Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
Fold1,0.431,0.424,0.426,0.43,0.435,0.441,0.446,0.452,0.457,0.461,0.501,0.292,0.352,0.377,0.39,0.398,0.403,0.407,0.411,0.413,0.415,0.422
Fold2,0.433,0.423,0.425,0.43,0.435,0.44,0.445,0.45,0.455,0.459,0.498,0.301,0.36,0.385,0.399,0.408,0.413,0.417,0.419,0.422,0.424,0.431
Fold3,0.447,0.437,0.436,0.439,0.443,0.447,0.452,0.456,0.46,0.465,0.504,0.312,0.376,0.401,0.413,0.42,0.425,0.429,0.432,0.434,0.436,0.443
Fold4,0.433,0.426,0.429,0.432,0.437,0.441,0.447,0.451,0.456,0.461,0.5,0.3,0.361,0.387,0.4,0.409,0.414,0.418,0.421,0.424,0.425,0.433
Fold5,0.438,0.429,0.43,0.433,0.438,0.443,0.448,0.453,0.459,0.464,0.504,0.303,0.363,0.389,0.402,0.41,0.414,0.418,0.421,0.423,0.425,0.433
Mean,0.436,0.428,0.429,0.433,0.438,0.443,0.448,0.452,0.457,0.462,0.501,0.301,0.362,0.388,0.401,0.409,0.414,0.418,0.421,0.423,0.425,0.432
