Measurement,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_20,mrr_1,mrr_2,mrr_3,mrr_4,mrr_5,mrr_6,mrr_7,mrr_8,mrr_9,mrr_10,mrr_20
,0.69,0.684,0.689,0.699,0.71,0.721,0.73,0.738,0.747,0.755,0.813,0.574,0.636,0.656,0.667,0.674,0.678,0.681,0.683,0.684,0.685,0.689
Mean,0.69,0.684,0.689,0.699,0.71,0.721,0.73,0.738,0.747,0.755,0.813,0.574,0.636,0.656,0.667,0.674,0.678,0.681,0.683,0.684,0.685,0.689
